TV_id,title,cast,country,release_year,listed_in,description,URL
1643,Aquarius,"David Duchovny, Gethin Anthony, Grey Damon, Emma Dumont, Claire Holt, Michaela McManus, Brían F. O'Byrne, David Meunier, Ambyr Childers, Tara Lynne Barr, Whitney Rose Pynn, Jason Ralph",United States,2016,"Crime TV Shows, TV Dramas","Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson.",https://artworks.thetvdb.com/banners/posters/281537-1.jpg
1644,World of Winx,"Haven Paschall, Alysha Deslorieux, Jessica Paquet, Eileen Stevens, Kate Bristol, Saskia Maarleveld, Brittany Pressley, Billy Bob Thompson, Marc Thompson, Suzy Myers, Jason Griffith, Samara Naeymi, Wayne Grayson, Alyson Leigh Rosenfeld, Abe Goldfarb, Lisa Flanagan","Italy, United States",2017,Kids' TV,"The reality show ""WOW!"" engages the Winx in their mission, starting an undercover, worldly journey in order to make talented kids' dreams come true.",https://artworks.thetvdb.com/banners/posters/319365-4.jpg
1645,Fate/Zero,"Rikiya Koyama, Ayako Kawasumi, Sayaka Ohara, Sho Hayami, Tomokazu Seki, Jouji Nakata, Akina Abe, Takumi Yamasaki, Hikaru Midorikawa, Daisuke Namikawa",Japan,2012,"Anime Series, International TV Shows","After three unsettled battles for the mystical Holy Grail, an artifact that grants a miracle to those who hold it, a fourth war begins.",https://artworks.thetvdb.com/banners/posters/275798-6.jpg
1646,Grey's Anatomy,"Ellen Pompeo, Sandra Oh, Katherine Heigl, Justin Chambers, Patrick Dempsey, Chandra Wilson, T.R. Knight, James Pickens Jr., Isaiah Washington, Sara Ramirez, Eric Dane, Chyler Leigh, Kate Walsh, Kevin McKidd, Jessica Capshaw",United States,2018,"Romantic TV Shows, TV Dramas",Intern (and eventual resident) Meredith Grey finds herself caught up in personal and professional passions with fellow doctors at a Seattle hospital.,https://artworks.thetvdb.com/banners/posters/73762-25.jpg
1647,Danger Mouse: Classic Collection,"David Jason, Terry Scott, Edward Kelsey, Brian Trueman",United Kingdom,1992,"British TV Shows, Kids' TV, TV Comedies","Follow the adventures of superspy Danger Mouse and his bumbling sidekick, Penfold, as they jet around the world foiling their enemies' evil plots.",na
1648,Aggretsuko,"Kaolip, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai, Rina Inoue, Shingo Kato, Yuki Takahashi",Japan,2019,"Anime Series, International TV Shows","Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",https://artworks.thetvdb.com/banners/posters/346744-1.jpg
1649,Black Spot,"Suliane Brahim, Hubert Delattre, Laurent Capelluto, Samuel Jouy, Renaud Rutten, Camille Aguilar, Tiphaine Daviot, Naidra Ayadi, Brigitte Sy, Anne Suarez, Dan Herzberg, Olivier Bonjour, Thomas Doret","France, Belgium",2019,"Crime TV Shows, International TV Shows, TV Dramas",A police chief and an eccentric new prosecutor investigate a string of grisly crimes and eerie phenomena in an isolated town at the edge of a forest.,https://artworks.thetvdb.com/banners/posters/325084-3.jpg
1650,El desconocido,"Guillermo Iván, César Manjarrez, Estrella Solís, Liliana Moreno, Marco Uriel, Mario Zaragoza, Fernando Sarfatti, José Ángel Bichir, Paty Blanco, Pía Sanz, Scarlet Gruber, Pakey Vázquez, Ivonne Montero",Spain,2019,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Based on real events, the fictional story of Mexican drug lord El Chato's number one hitman, El Cholo.",https://artworks.thetvdb.com/banners/posters/343617-1.jpg
1651,Girlfriends' Guide to Divorce,"Lisa Edelstein, Beau Garrett, Necar Zadegan, Paul Adelstein, Janeane Garofalo, Alanna Ubach",United States,2019,"TV Comedies, TV Dramas","After the world learns the truth about her failing marriage, a successful self-help author tries to salvage her career and find her way as a divorcée.",https://artworks.thetvdb.com/banners/posters/278741-1.jpg
1652,Marlon,"Marlon Wayans, Essence Atkins, Bresha Webb, Diallo Riddle, Notlim Taylor, Amir O'Neil",United States,2018,TV Comedies,"After the friendliest divorce ever, a carefree but devoted father navigates post-split parenting life with his levelheaded ex-wife and two kids.",https://artworks.thetvdb.com/banners/posters/311901-1.jpg
1653,Marvel's Jessica Jones,"Krysten Ritter, David Tennant, Rachael Taylor, Mike Colter, Carrie-Anne Moss, Eka Darville, Erin Moriarty, Wil Traval, Susie Abromeit",United States,2019,"Crime TV Shows, TV Action & Adventure, TV Dramas","Haunted by a traumatic past, Jessica Jones uses her gifts as a private eye to find her tormentor before he can harm anyone else in Hell's Kitchen.",https://artworks.thetvdb.com/banners/posters/284190-4.jpg
1654,Kakegurui,"Saori Hayami, Minami Tanaka, Tatsuya Tokutake, Yuki Wakai, Karin Nanami, Mariya Ise, Yu Serizawa, Tomokazu Sugita, Mayu Udono, Ayaka Fukuhara, Miyuki Sawashiro",Japan,2019,"Anime Series, International TV Shows, TV Thrillers","High roller Yumeko Jabami plans to clean house at Hyakkaou Private Academy, a school where students are evaluated solely on their gambling skills.",https://artworks.thetvdb.com/banners/posters/327572-6.jpg
1655,LEGO Friends: The Power of Friendship,"Erica Mendez, Marianne Miller, Rachelle Heger, Millie O'Conner, Alexa Kahn, Doug Stone, Chris Smith, Bryce Papenbrook, Heather Downey, Chris Hackney, Ben Pronsky",Denmark,2016,Kids' TV,"Five best friends face adventures side by side in their hometown. Zany antics, love and missteps are better with friends!",https://artworks.thetvdb.com/banners/posters/314563-1.jpg
1656,Herrens veje,"Lars Mikkelsen, Ann Eleonora Jorgensen, Simon Sears, Morten Hee Andersen, Fanny Bernth, Joen Højerslev, Camilla Lau, Maj-Britt Mathiesen, Solbjørg Højfeldt, Johanne Dal-Lewkovitch",Denmark,2018,"International TV Shows, TV Dramas",A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.,https://artworks.thetvdb.com/banners/posters/329380-2.jpg
1657,March Comes in Like a Lion,"Kengo Kawanishi, Ai Kayano, Kana Hanazawa, Misaki Kuno, Nobuhiko Okamoto, Marina Inoue, Yoshimasa Hosoya, Shinichiro Miki, Tomokazu Sugita, Subaru Kimura, Shigeru Chiba, Toru Okawa, Takahiro Sakurai",Japan,2017,"Anime Series, International TV Shows, Teen TV Shows","Orphaned young, a reclusive 17-year-old professional shogi player starts to come out of his shell when three sisters take him under their wing.",https://artworks.thetvdb.com/banners/posters/306269-3.jpg
1658,The Sniffer,"Kirill Käro, Ivan Oganesyan, Mariya Anikanova, Nina Gogaeva, Nikolay Chindyaykin, Anastasiya Makeeva, Sergey Leskov, Stanislav Moskvin, Aleksey Zorin, Taras Gotovtsev",Ukraine,2017,"Crime TV Shows, International TV Shows, TV Dramas","An extraordinary sense of smell gives a crime investigator unique insight into solving mysteries, but his gift takes a toll on his personal life.",https://artworks.thetvdb.com/banners/posters/275790-2.jpg
1659,Mutant Busters,"Dermot Arrigan, James Giblin, Noah Levin, Molly Malcolm, Colin Morgan, Benjamin Nathan-Serio, Alex Wagner, Joshua Zamrycki",Spain,2017,"Kids' TV, TV Comedies","After a natural disaster known as the Big Fart leaves Earth divided, only Sheriff and his rebel misfits can protect the planet from a mutant invasion.",https://artworks.thetvdb.com/banners/posters/325771-2.jpg
1660,Off Camera,Sam Jones,United States,2015,Stand-Up Comedy & Talk Shows,"Photographer, writer and director Sam Jones sets his famous guests at ease with his freewheeling, insightful celebrity interviews without agendas.",https://artworks.thetvdb.com/banners/posters/291758-1.jpg
1661,Pyaar Tune Kya Kiya,"Meiyang Chang, Surbhi Jyoti",India,2014,"International TV Shows, Romantic TV Shows, TV Dramas","From teen lovers defying social and religious taboos to a student falling for her teacher, these stories explore joy and heartache in modern romance.",na
1662,Johnny Test,"James Arnold Taylor, Louis Chirillo, Maryke Hendrikse, Ashleigh Ball, Ian James Corlett, Brittney Wilson","United States, Canada",2013,Kids' TV,Crafty 11-year-old Johnny Test and his genetically modified talking dog go on high-octane adventures to save his family (and the world) from disaster.,https://artworks.thetvdb.com/banners/posters/134991-2.jpg
1663,Dawn of the Croods,"Stephanie Lemelin, A.J. LoCascio, Dan Milano, Grey DeLisle, Cree Summer, Laraine Newman, Chris Parnell, Ana Gasteyer, Dee Bradley Baker, Thomas Lennon, Dominic Catrambone",United States,2017,Kids' TV,"The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures.",https://artworks.thetvdb.com/banners/posters/301614-1.jpg
1664,Degrassi: Next Class,"Amanda Arcuri, Amir Bageria, Soma Bhatia, Jamie Bloch, Stefan Brogren, Chelsea Clark, Reiya Downs, Ana Golja, Nikki Gould, Ricardo Hoyos, Ehren Kassam, Andre Kim, Lyle Lettau, Spencer MacPherson, Eric Osborne, Dante Scott, Olivia Scriven, Sara Waisglass, Richard Walters",Canada,2017,"International TV Shows, TV Dramas, Teen TV Shows","Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life.",https://artworks.thetvdb.com/banners/posters/305913-5.jpg
1665,Free Rein,"Jaylen Barron, Manpreet Bambra, Celine Buckens, Freddy Carter, Caroline Ford, Natalie Gumede, Bruce Herbelin-Earle, Noah Huntley, Kerry Ingram, Paul Luebke, Geoffrey McGivern, Navia Ziraili Robinson, Milo Twomey, Carla Woodcock",United States,2019,"British TV Shows, Kids' TV, TV Dramas","A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse.",https://artworks.thetvdb.com/banners/posters/329015-5.jpg
1666,First Team: Juventus,,United States,2018,"Docuseries, International TV Shows",Follow renowned soccer club Juventus on and off the pitch as they attempt to win a seventh straight Italian title and achieve Champions League glory.,https://artworks.thetvdb.com/banners/posters/342055-1.jpg
1667,Somebody Feed Phil,Philip Rosenthal,United States,2018,Docuseries,"""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more.",https://artworks.thetvdb.com/banners/series/340885/posters/5ec3e8bf43cfd.jpg
1668,Kakegurui,"Minami Hamabe, Mahiro Takasugi, Aoi Morikawa",Japan,2019,"International TV Shows, TV Dramas, TV Thrillers","Yumeko Jabami enrolls at Hyakkaou Private Academy, where students are ranked by their gambling winnings and fame and fortune awaits those on top.",https://artworks.thetvdb.com/banners/posters/327572-6.jpg
1669,Stranger Things,"Winona Ryder, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Cara Buono, Noah Schnapp, Matthew Modine, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin",United States,2019,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.",https://artworks.thetvdb.com/banners/posters/305288-4.jpg
1670,Kuromukuro,"Yohei Azakami, M・A・O, Reina Ueda, Asami Seto, Kaito Ishikawa, Yusuke Kobayashi, Shunsuke Takeuchi, Manami Sugihira, Momo Asakura, Kanako Tojo, Ryohei Kimura, Hikaru Ueda, Taiten Kusunoki",Japan,2016,"Anime Series, International TV Shows","When mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",https://artworks.thetvdb.com/banners/posters/307365-3.jpg
1671,The Letdown,"Alison Bell, Duncan Fellows, Noni Hazlehurst, Sacha Horler, Leon Ford, Lucy Durack, Leah Vandenberg, Celeste Barber, Xana Tang, Patrick Brammall",Australia,2019,"International TV Shows, TV Comedies, TV Dramas","Audrey, mother of a 2-month-old, joins a new-parents support group, where she makes some quirky friends facing various challenges and life changes.",https://artworks.thetvdb.com/banners/posters/5d5bf155b181b.jpg
1672,A Very Secret Service,"Hugo Becker, Wilfred Benaïche, Christophe Kourotchkine, Karim Barras, Bruno Paviot, Jean-Édouard Bodziak, Mathilde Warnier, Joséphine de La Baume, Marie-Julie Baup, Antoine Gouy, Julie Farenc",France,2018,"International TV Shows, TV Comedies","At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.",https://artworks.thetvdb.com/banners/posters/299857-1.jpg
1673,SWORDGAI The Animation,"Yuto Uemura, Yuuka Aisaka, Nobunaga Shimazaki, Yuuichirou Umehara, Toshihiko Seki, Jouji Nakata, Rina Satou, Tomokazu Sugita, Hiro Shimono, Ayane Sakura, Urara Takano, Kohei Murakami, Maaya Uchida, Takaya Kuroda, Michiko Neya, Takaya Hashi",Japan,2018,"Anime Series, International TV Shows","A young man becomes host to a legendary infernal sword and, with the fate of humanity now in his arm, wields its demonic power against his enemies.",https://artworks.thetvdb.com/banners/posters/339072-2.jpg
1674,Yummy Mummies,"Lorinska Merrington, Jane Scandizzo, Rachel Watts, Maria DiGeronimo",Australia,2019,"International TV Shows, Reality TV",It's drama Down Under when expectant mothers with model good looks and lavish lifestyles pull out all the stops to prepare for their new arrivals.,na
1675,LEGO Bionicle: The Journey to One,"Nolan Balzer, Paolo Bryant, Jacqui Fox, Quinn Greene, Geoff Hughes, Cory Hunter, William Jordan, Corny Rempel, Michael Strickland",United States,2016,Kids' TV,Six legendary heroes find themselves on an epic quest as they harness the power of nature's elements to defeat the forces of evil.,https://artworks.thetvdb.com/banners/series/308543/posters/62054752.jpg
1676,Kath and Kim,"Jane Turner, Gina Riley, Glenn Robbins, Peter Rowsthorn, Magda Szubanski",Australia,2007,TV Comedies,"As Kath prepares to wed fine-meats purveyor Kel, her daughter Kim moves back home after becoming disillusioned with her two-month marriage to Brett.",https://artworks.thetvdb.com/banners/posters/70703-1.jpg
1677,El Chapo,"Marco de la O, Humberto Busto, Alejandro Aguilar, Rodrigo Abed, Luis Fernando Peña, Juan Carlos Olivas, Rolf Petersen, Carlos Hernan Romo, Héctor Holten, Diego Vásquez, Teté Espinoza, Luis Rábago, Dolores Heredia, Cristina Michaus, Valentina Acosta, Juliette Pardau, Abril Schreiber",United States,2018,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure","This drama series chronicles the true story of the rise, capture and escape of notorious Mexican drug lord Joaquín ""El Chapo"" Guzmán.",https://artworks.thetvdb.com/banners/posters/326027-1.jpg
1678,"Big Dreams, Small Spaces",Monty Don,United Kingdom,2017,"British TV Shows, International TV Shows, Reality TV",Writer and presenter Monty Don helps England's budding horticulturists plant and grow the gardens of their dreams.,https://artworks.thetvdb.com/banners/posters/287224-2.jpg
1679,My First First Love,"Ji Soo, Jung Chae-yeon, Jinyoung, Choi Ri, Kang Tae-oh, Hong Ji-yoon",South Korea,2019,"International TV Shows, Korean TV Shows, Romantic TV Shows","Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between.",https://artworks.thetvdb.com/banners/series/360943/posters/5ed633138d546.jpg
1680,Orange Is the New Black,"Taylor Schilling, Kate Mulgrew, Laura Prepon, Jason Biggs, Natasha Lyonne, Michael Harney, Uzo Aduba, Danielle Brooks, Samira Wiley, Dascha Polanco, Selenis Leyva, Nick Sandow, Yael Stone, Taryn Manning, Lea DeLaria, Matt McGorry, Emma Myles, Vicky Jeudy, Laverne Cox, Pablo Schreiber, Lori Petty, Ruby Rose, Adrienne C. Moore, Jackie Cruz, Elizabeth Rodriguez",United States,2019,"TV Comedies, TV Dramas","A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds.""",https://artworks.thetvdb.com/banners/posters/264586-3.jpg
1681,Sugar Rush,"Candace Nelson, Adriano Zumbo, Hunter March",United States,2019,Reality TV,Time's the most important ingredient as teams race against the clock – and each other – to bake up the best-tasting sweets.,https://artworks.thetvdb.com/banners/posters/5b491fc7624a2.jpg
1682,The Worst Witch,"Bella Ramsey, Clare Higgins, Meibh Campbell, Raquel Cassidy, Jenny Richardson, Miriam Petche, Tallulah Milligan, Wendy Craig, Shauna Shim","United Kingdom, Germany",2019,"British TV Shows, Kids' TV","After stumbling into a school for witches, a bumbling heroine comes to realize that she just might belong there. Based on Jill Murphy's beloved books.",https://artworks.thetvdb.com/banners/posters/321884-2.jpg
1683,Popples,"Erin Fitzgerald, Wendee Lee, Cassandra Morris, Cindy Robinson, Reba Buhr, Ben Diskin, Ezra Weisz, Karen Strassman","United States, France",2016,Kids' TV,"The adorable Best Popple Pals love helping their friends and neighbors, but every time they do it seems to backfire in hilarious ways.",https://artworks.thetvdb.com/banners/posters/5d9356afb6caf.jpg
1684,Beat Bugs,"Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",2018,Kids' TV,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard.",https://artworks.thetvdb.com/banners/posters/307418-1.jpg
1685,Deep Undercover Collection,Dave B. Mitchell,United States,2017,"Crime TV Shows, Docuseries","Former FBI agent Joe Pistone, the real-life ""Donnie Brasco,"" hosts this series that reveals the true stories of undercover crime-fighting operations.",na
1686,Fix It and Finish It,Antonio Sabato Jr.,United States,2014,Reality TV,"A team of skilled contractors and designers hosted by Antonio Sabato Jr. renovates houses, cabins and even RVs, transforming properties in one day.",na
1687,Home: Adventures with Tip & Oh,"Rachel Crow, Mark Whitten, Ana Ortiz, Ron Funches, Matt Jones, Nolan North",United States,2018,"Kids' TV, TV Comedies","A misfit alien named Oh moves in with Tip and her family, in a series that picks up the dynamic duo's adventures where the hit film left off.",https://artworks.thetvdb.com/banners/posters/314461-6.jpg
1688,Luna Petunia: Return to Amazia,"Ciara Alexys, Katie Griffin, Cory Doran, Jonah Weinberg, Stephanie Lynn Robinson, Stephanie Anne Mills, Robert Tinkler","Canada, United States",2018,Kids' TV,"Luna Petunia returns to magical Amazia, adding memories to her scrapbook with old friends – and a new pal from the Animal Empire.",https://artworks.thetvdb.com/banners/posters/342210-2.jpg
1689,Origins Collection,,United States,2018,Docuseries,"This documentary series explores the stories behind history's most fascinating innovations, including games, technology, sports, medicine and more.",na
1690,Good Witch,"Catherine Bell, Bailee Madison, Rhys Matthew Bond, James Denton, Catherine Disher, Anthony Lemke, Peter MacNeill, Hannah Endicott-Douglas, Noah Cappe, Kylee Evans","United States, Canada",2018,"TV Dramas, TV Sci-Fi & Fantasy","Raising her daughter in a small town, an enchanting widow with magical powers provokes the interest and exasperation of a skeptical big-city doctor.",https://artworks.thetvdb.com/banners/posters/289855-1.jpg
1691,Comedians in Cars Getting Coffee,Jerry Seinfeld,United States,2019,"Stand-Up Comedy & Talk Shows, TV Comedies","Jerry Seinfeld's roving talk show combines coffee, laughs and vintage cars into quirky, caffeine-fueled adventures with the sharpest minds in comedy.",https://artworks.thetvdb.com/banners/posters/260845-5.jpg
1692,La casa de papel,"Úrsula Corberó, Itziar Ituño, Álvaro Morte, Paco Tous, Enrique Arce, Pedro Alonso, María Pedraza, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Peric, Kiti Mánver",Spain,2019,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,https://artworks.thetvdb.com/banners/series/327417/posters/5e824889ad675.jpg
1693,Last Chance U,"John Franklin III, DJ Law, Buddy Stephens, Brittany Wagner, Ronald Ollie",United States,2019,Docuseries,"In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.",https://artworks.thetvdb.com/banners/posters/314086-1.jpg
1694,Queer Eye,"Bobby Berk, Karamo Brown, Tan France, Antoni Porowski, Jonathan Van Ness",United States,2019,Reality TV,"An all-new “Fab Five” advise men on fashion, grooming, food, culture and design in this modern reboot of the Emmy Award-winning reality series.",https://artworks.thetvdb.com/banners/posters/341614-2.jpg
1695,The Epic Tales of Captain Underpants,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Evan Kishiyama",United States,2019,"Kids' TV, TV Comedies",Fourth-grade friends George and Harold have a shared love of pranks and comic books – and turning their principal into an undies-wearing superhero.,https://artworks.thetvdb.com/banners/series/347765/posters/5ef84252f39ad.jpg
1696,"Can't Cope, Won't Cope","Seána Kerslake, Nika McGuigan, Amy Huberman, Muiris Crowley, Laurence O'Fuarain, Sheila Moylette, Steve Blount, Dairine Ní Donnchadha",Ireland,2018,"TV Comedies, TV Dramas","In Dublin, friends Aisling and Danielle must come to terms with adulthood when their millennial hijinks and hangovers begin to wear off.",https://artworks.thetvdb.com/banners/posters/328037-1.jpg
1697,Intelligence,"Ian Tracey, Klea Scott, John Cassini, Matt Frewer, Alana Husband, Kyla Wise, Camille Sullivan, Darcy Laurie, Eugene Lipinski, Michael Eklund",Canada,2007,"Crime TV Shows, TV Dramas",Clashes both on the street and in the bedroom pits the female head of the Organized Crime Unit against the cocky leader of a pot-smuggling ring.,https://artworks.thetvdb.com/banners/posters/79508-1.jpg
1698,Glee,"Lea Michele, Chris Colfer, Jane Lynch, Matthew Morrison, Cory Monteith, Naya Rivera, Kevin McHale, Jenna Ushkowitz, Amber Riley, Mark Salling, Heather Morris, Harry Shum Jr., Jayma Mays, Dianna Agron",United States,2015,"TV Comedies, TV Dramas, Teen TV Shows","Amid relationship woes and personal attacks from a wicked cheerleading coach, a teacher fights to turn underdog glee club members into winners.",https://artworks.thetvdb.com/banners/posters/83610-24.jpg
1699,Pinky Malinky,"Lucas Grabeel, Nathan Kress, Diamond White, Danny Jacobs, Retta, Colleen Smith, Vargus Mason, Lauren Tom, Robbie Daymond, Grey Griffin",United States,2019,"Kids' TV, TV Comedies","Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life.",https://artworks.thetvdb.com/banners/posters/5c2b6c278cd0c.jpg
1700,Wynonna Earp,"Melanie Scrofano, Shamier Anderson, Tim Rozon, Dominique Provost-Chalkley, Michael Eklund, Katherine Barrell, Greg Lawson, Natascha Girgis","Canada, United States",2018,"International TV Shows, TV Action & Adventure, TV Dramas",The outcast descendant of lawman Wyatt Earp teams up with an immortal Doc Holliday to rid the world of demonic revenants from the Wild West.,https://artworks.thetvdb.com/banners/posters/305582-4.jpg
1701,The Joel McHale Show with Joel McHale,Joel McHale,United States,2018,"Stand-Up Comedy & Talk Shows, TV Comedies","Trending news, pop culture, social media, original sketches and more come together in host Joel McHale's new weekly comedy commentary show.",https://artworks.thetvdb.com/banners/posters/341483-1.jpg
1702,H2O: Mermaid Adventures,"Sonja Ball, Holly Gauthier-Frankel, Thor Bishopric, Angela Galuppo","Germany, Australia",2015,Kids' TV,Three high school friends who turn into mermaids whenever they touch water have undersea adventures while keeping their new life a secret.,https://artworks.thetvdb.com/banners/posters/296261-1.jpg
1703,3Below: Tales of Arcadia,"Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun",United States,2019,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",https://artworks.thetvdb.com/banners/series/347512/posters/5eafcbc2dcbfa.jpg
1704,Bonus Family,"Vera Vitali, Erik Johansson, Fredrik Hallgren, Petra Mede, Frank Dorsin, Jacob Lundqvist, Amanda Lindh, Marianne Mörck, Barbro Svensson, Ann Petrén, Johan Ulveson, Leo Razzak, Felix Engström",Sweden,2019,"International TV Shows, TV Dramas","A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy.",https://artworks.thetvdb.com/banners/posters/5d064bb217059.jpg
1705,"Nightmare Tenants, Slum Landlords",Wendi Peters,,2016,"British TV Shows, International TV Shows, Reality TV",The ongoing housing crisis in Britain has led to an increased number of nasty conflicts between fed-up landlords and exasperated tenants.,https://artworks.thetvdb.com/banners/posters/297091-1.jpg
1706,Mossad 101,"Yehuda Levi, Yehoram Gaon, Shai Avivi, Liron Vaisman, Aki Avni, Itay Tiran, Hana Laszlo",Israel,2017,"International TV Shows, TV Action & Adventure, TV Dramas","Cadets from every level of Israeli society undergo intense training to join their country's elite, highly classified intelligence service, the Mossad.",https://artworks.thetvdb.com/banners/posters/302411-5.jpg
1707,Baby Ballroom,"Warren Bullock, Jane Bullock",United Kingdom,2018,"British TV Shows, International TV Shows, Reality TV","Step into the cutthroat world of kids' ballroom dancing, where ambitious instructors, proud parents and pint-sized performers waltz to win.",na
1708,Drug Lords,,United States,2018,"Crime TV Shows, Docuseries","Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.",https://artworks.thetvdb.com/banners/posters/341456-1.jpg
1709,Hatchimals | Adventures in Hatchtopia,"Sam Vincent, Kira Tozer, Andrea Libman",United States,2018,Kids' TV,"These fun-loving creatures hatch from their shells and spread friendship, laughter and life lessons in the land of Hatchtopia.",https://artworks.thetvdb.com/banners/posters/5c5734a97a0b5.jpg
1710,Tayo the Little Bus,"Robyn Slade, Kami Desilets",South Korea,2014,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",https://artworks.thetvdb.com/banners/posters/268161-1.jpg
1711,Zombie Dumb,,,2018,"Kids' TV, Korean TV Shows, TV Comedies","While living alone in a spooky town, a young girl befriends a motley crew of zombie children with diverse personalities.",https://artworks.thetvdb.com/banners/posters/327407-1.jpg
1712,NCIS,"Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings",United States,2017,"Crime TV Shows, TV Dramas, TV Mysteries",Follow the quirky agents of the NCIS – the Naval Criminal Investigative Service – as they track down terrorists and other high-profile criminals.,https://artworks.thetvdb.com/banners/posters/72108-5.jpg
1713,Being Mary Jane: The Series,"Gabrielle Union, Lisa Vidal, Margaret Avery, Omari Hardwick, Latarsha Rose, Aaron D. Spears, B.J. Britt, Raven Goodwin, Richard Roundtree",United States,2016,"Romantic TV Shows, TV Dramas",Ambitious single TV journalist Mary Jane attempts to balance her career with her overbearing family and an increasingly messy love life.,na
1714,Cheers,"Ted Danson, Rhea Perlman, George Wendt, John Ratzenberger, Shelley Long, Kirstie Alley, Woody Harrelson, Kelsey Grammer, Nicholas Colasanto",United States,1992,"Classic & Cult TV, TV Comedies","Sam Malone, an ex-baseball player turned bar owner, operates a saloon that's always filled with quirky customers and even more eccentric staff.",https://artworks.thetvdb.com/banners/posters/77623-3.jpg
1715,El Barco,"Juanjo Artero, Mario Casas, Blanca Suárez, Irene Montalà, Luis Callejo, Neus Sanz, Juan Pablo Shuk, Ivan Massagué, Marina Salas, Bernabé Fernández, Javier Hernández, Patricia Arbúes, David Seijo, Giselle Calderón",Spain,2013,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime – especially when a storm leaves them lost at sea.,https://artworks.thetvdb.com/banners/posters/223111-4.jpg
1716,Hostages,"Jonah Lotan, Ayelet Zurer, Tomer Kapon, Micha Celektar, Dar Zuzovsky, Yoav Rotman, Mickey Leon, Hilla Vidor, Nevo Kimchi, Ido Bartal, Shmil Ben Ari, Liat Stern, Michal Kalman, Yoav Levi",Israel,2016,"Crime TV Shows, International TV Shows, TV Dramas",The night before a surgeon is set to operate on a prime minister her family is held hostage by gunmen who insist she kill him or her family will die.,https://artworks.thetvdb.com/banners/posters/269642-4.jpg
